expurgaréis	negative	0.125	0.500
expurgará	negative	0.125	0.500
expurgaré	negative	0.125	0.500
expurgarán	negative	0.125	0.500
expurgarás	negative	0.125	0.500
expurgareis	negative	0.125	0.500
expurgaremos	negative	0.125	0.500
expurgáremos	negative	0.125	0.500
expurgare	negative	0.125	0.500
expurgaren	negative	0.125	0.500
expurgares	negative	0.125	0.500
expurgar	negative	0.125	0.500
expurgaron	negative	0.125	0.500
expurgaseis	negative	0.125	0.500
expurgásemos	negative	0.125	0.500
expurgase	negative	0.125	0.500
expurgasen	negative	0.125	0.500
expurgases	negative	0.125	0.500
expurgas	negative	0.125	0.500
expurgasteis	negative	0.125	0.500
expurgaste	negative	0.125	0.500
expurgemos	negative	0.125	0.500
expurge	negative	0.125	0.500
expurgen	negative	0.125	0.500
expurges	negative	0.125	0.500
expurgo	negative	0.125	0.500
exquisitez	negative	1	0.000
extemporal	negative	0.4	1.020
extemporáneo	negative	0.5825	0.471
extendido	negative	0.25	0.000
extenuó	negative	0.35	1.497
extenuación	negative	0.5825	0.471
extenuado	negative	0.35	1.497
extenuado	negative	0.9175	0.471
extenuáis	negative	0.35	1.497
extenuéis	negative	0.35	1.497
extenuamos	negative	0.35	1.497
extenua	negative	0.35	1.497
extenué	negative	0.35	1.497
extenuan	negative	0.35	1.497
extenuaríais	negative	0.35	1.497
extenuaríamos	negative	0.35	1.497
extenuaría	negative	0.35	1.497
extenuarían	negative	0.35	1.497
extenuarías	negative	0.35	1.497
extenuaréis	negative	0.35	1.497
extenuará	negative	0.35	1.497
extenuaré	negative	0.35	1.497
extenuarán	negative	0.35	1.497
extenuarás	negative	0.35	1.497
extenuareis	negative	0.35	1.497
extenuaremos	negative	0.35	1.497
extenuáremos	negative	0.35	1.497
extenuare	negative	0.35	1.497
extenuaren	negative	0.35	1.497
extenuares	negative	0.35	1.497
extenuar	negative	0.35	1.497
extenuaron	negative	0.35	1.497
extenuaseis	negative	0.35	1.497
extenuásemos	negative	0.35	1.497
extenuase	negative	0.35	1.497
extenuasen	negative	0.35	1.497
extenuases	negative	0.35	1.497
extenuas	negative	0.35	1.497
extenuasteis	negative	0.35	1.497
extenuaste	negative	0.35	1.497
extenuemos	negative	0.35	1.497
extenue	negative	0.35	1.497
extenuen	negative	0.35	1.497
extenues	negative	0.35	1.497
extenuo	negative	0.35	1.497
exterminó	negative	0.3325	0.943
exterminación	negative	0.375	0.500
exterminado	negative	0.3325	0.943
extermináis	negative	0.3325	0.943
exterminéis	negative	0.3325	0.943
exterminamos	negative	0.3325	0.943
extermina	negative	0.3325	0.943
exterminé	negative	0.3325	0.943
exterminan	negative	0.3325	0.943
exterminaríais	negative	0.3325	0.943
exterminaríamos	negative	0.3325	0.943
exterminaría	negative	0.3325	0.943
exterminarían	negative	0.3325	0.943
exterminarías	negative	0.3325	0.943
exterminaréis	negative	0.3325	0.943
exterminará	negative	0.3325	0.943
exterminaré	negative	0.3325	0.943
exterminarán	negative	0.3325	0.943
exterminarás	negative	0.3325	0.943
exterminareis	negative	0.3325	0.943
exterminaremos	negative	0.3325	0.943
extermináremos	negative	0.3325	0.943
exterminare	negative	0.3325	0.943
exterminaren	negative	0.3325	0.943
exterminares	negative	0.3325	0.943
exterminar	negative	0.3325	0.943
exterminaron	negative	0.3325	0.943
exterminaseis	negative	0.3325	0.943
exterminásemos	negative	0.3325	0.943
exterminase	negative	0.3325	0.943
exterminasen	negative	0.3325	0.943
exterminases	negative	0.3325	0.943
exterminas	negative	0.3325	0.943
exterminasteis	negative	0.3325	0.943
exterminaste	negative	0.3325	0.943
exterminemos	negative	0.3325	0.943
extermine	negative	0.3325	0.943
exterminen	negative	0.3325	0.943
extermines	negative	0.3325	0.943
exterminio	negative	0.25	0.816
extermino	negative	0.3325	0.943
extinguáis	negative	0.1875	1.299
extinguéis	negative	0.1875	1.299
extinguamos	negative	0.1875	1.299
extingua	negative	0.1875	1.299
extinguí	negative	0.1875	1.299
extinguá	negative	0.1875	1.299
extingué	negative	0.1875	1.299
extinguan	negative	0.1875	1.299
extinguán	negative	0.1875	1.299
extinguas	negative	0.1875	1.299
extinguís	negative	0.1875	1.299
extinguás	negative	0.1875	1.299
extingue	negative	0.1875	1.299
extinguen	negative	0.1875	1.299
extingueríais	negative	0.1875	1.299
extingueríamos	negative	0.1875	1.299
extinguería	negative	0.1875	1.299
extinguerían	negative	0.1875	1.299
extinguerías	negative	0.1875	1.299
extingueremos	negative	0.1875	1.299
extingues	negative	0.1875	1.299
extinguió	negative	0.1875	1.299
extinguiéremos	negative	0.1875	1.299
extinguiésemos	negative	0.1875	1.299
extinguiereis	negative	0.1875	1.299
extinguiere	negative	0.1875	1.299
extinguieren	negative	0.1875	1.299
extinguieres	negative	0.1875	1.299
extinguieron	negative	0.1875	1.299
extinguieseis	negative	0.1875	1.299
extinguiese	negative	0.1875	1.299
extinguiesen	negative	0.1875	1.299
extinguieses	negative	0.1875	1.299
extinguimos	negative	0.1875	1.299
extinguir	negative	0.1875	1.299
extinguisteis	negative	0.1875	1.299
extinguiste	negative	0.1875	1.299
extinguito	negative	0.1875	1.299
extinguo	negative	0.1875	1.299
extorsión	negative	0.625	0.500
extorsionó	negative	0.4375	1.479
extorsionado	negative	0.4375	1.479
extorsionáis	negative	0.4375	1.479
extorsionéis	negative	0.4375	1.479
extorsionamos	negative	0.4375	1.479
extorsiona	negative	0.4375	1.479
extorsioné	negative	0.4375	1.479
extorsionan	negative	0.4375	1.479
extorsionaríais	negative	0.4375	1.479
extorsionaríamos	negative	0.4375	1.479
extorsionaría	negative	0.4375	1.479
extorsionarían	negative	0.4375	1.479
extorsionarías	negative	0.4375	1.479
extorsionaréis	negative	0.4375	1.479
extorsionará	negative	0.4375	1.479
extorsionaré	negative	0.4375	1.479
extorsionarán	negative	0.4375	1.479
extorsionarás	negative	0.4375	1.479
extorsionareis	negative	0.4375	1.479
extorsionaremos	negative	0.4375	1.479
extorsionáremos	negative	0.4375	1.479
extorsionare	negative	0.4375	1.479
extorsionaren	negative	0.4375	1.479
extorsionares	negative	0.4375	1.479
extorsionar	negative	0.4375	1.479
extorsionaron	negative	0.4375	1.479
extorsionaseis	negative	0.4375	1.479
extorsionásemos	negative	0.4375	1.479
extorsionase	negative	0.4375	1.479
extorsionasen	negative	0.4375	1.479
extorsionases	negative	0.4375	1.479
extorsionas	negative	0.4375	1.479
extorsionasteis	negative	0.4375	1.479
extorsionaste	negative	0.4375	1.479
extorsionemos	negative	0.4375	1.479
extorsione	negative	0.4375	1.479
extorsionen	negative	0.4375	1.479
extorsiones	negative	0.4375	1.479
extorsiono	negative	0.4375	1.479
extrañó	negative	1	0.000
extrañado	negative	1	0.000
extrañáis	negative	1	0.000
extrañéis	negative	1	0.000
extrañamente	negative	0.8325	0.471
extrañamos	negative	1	0.000
extraña	negative	1	0.000
extrañé	negative	1	0.000
extrañan	negative	1	0.000
extrañaríais	negative	1	0.000
extrañaríamos	negative	1	0.000
extrañaría	negative	1	0.000
extrañarían	negative	1	0.000
extrañarías	negative	1	0.000
extrañaréis	negative	1	0.000
extrañará	negative	1	0.000
extrañaré	negative	1	0.000
extrañarán	negative	1	0.000
extrañarás	negative	1	0.000
extrañareis	negative	1	0.000
extrañaremos	negative	1	0.000
extrañáremos	negative	1	0.000
extrañare	negative	1	0.000
extrañaren	negative	1	0.000
extrañares	negative	1	0.000
extrañar	negative	1	0.000
extrañaron	negative	1	0.000
extrañarse	negative	0.9175	0.471
extrañaseis	negative	1	0.000
extrañásemos	negative	1	0.000
extrañase	negative	1	0.000
extrañasen	negative	1	0.000
extrañases	negative	1	0.000
extrañas	negative	1	0.000
extrañasteis	negative	1	0.000
extrañaste	negative	1	0.000
extrañemos	negative	1	0.000
extrañe	negative	1	0.000
extrañen	negative	1	0.000
extrañes	negative	1	0.000
extrañeza	negative	0.6675	0.943
extraño	negative	0.6875	1.090
extraño	negative	1	0.000
extranjero	negative	0.3125	1.299
extraordinario	negative	0.875	0.500
extravagancia	negative	0.9175	0.471
extravagantemente	negative	0.875	0.500
extravagante	negative	0.8325	0.471
extravío	negative	0.3125	0.829
extravió	negative	0.25	1.265
extraviado	negative	0.25	1.265
extraviáis	negative	0.25	1.265
extraviéis	negative	0.25	1.265
extraviamos	negative	0.25	1.265
extravia	negative	0.25	1.265
extravié	negative	0.25	1.265
extravian	negative	0.25	1.265
extraviaríais	negative	0.25	1.265
extraviaríamos	negative	0.25	1.265
extraviaría	negative	0.25	1.265
extraviarían	negative	0.25	1.265
extraviarías	negative	0.25	1.265
extraviaréis	negative	0.25	1.265
extraviará	negative	0.25	1.265
extraviaré	negative	0.25	1.265
extraviarán	negative	0.25	1.265
extraviarás	negative	0.25	1.265
extraviareis	negative	0.25	1.265
extraviaremos	negative	0.25	1.265
extraviáremos	negative	0.25	1.265
extraviare	negative	0.25	1.265
extraviaren	negative	0.25	1.265
extraviares	negative	0.25	1.265
extraviar	negative	0.25	1.265
extraviaron	negative	0.25	1.265
extraviarse	negative	0.5825	0.471
extraviaseis	negative	0.25	1.265
extraviásemos	negative	0.25	1.265
extraviase	negative	0.25	1.265
extraviasen	negative	0.25	1.265
extraviases	negative	0.25	1.265
extravias	negative	0.25	1.265
extraviasteis	negative	0.25	1.265
extraviaste	negative	0.25	1.265
extraviemos	negative	0.25	1.265
extravie	negative	0.25	1.265
extravien	negative	0.25	1.265
extravies	negative	0.25	1.265
extravio	negative	0.25	1.265
extremadamente	negative	1	0.000
extremado	negative	0.5825	0.943
extremista	negative	0.6	1.020
extremo	negative	0.5825	0.471
exuberante	negative	0.8125	0.829
fabricó	negative	0.1675	0.471
fabricación	negative	0.2	0.748
fabricado	negative	0.1675	0.471
fabricáis	negative	0.1675	0.471
fabricéis	negative	0.1675	0.471
fabricamos	negative	0.1675	0.471
fabrica	negative	0.1675	0.471
fabricé	negative	0.1675	0.471
fabrican	negative	0.1675	0.471
fabricaríais	negative	0.1675	0.471
fabricaríamos	negative	0.1675	0.471
fabricaría	negative	0.1675	0.471
fabricarían	negative	0.1675	0.471
fabricarías	negative	0.1675	0.471
fabricaréis	negative	0.1675	0.471
fabricará	negative	0.1675	0.471
fabricaré	negative	0.1675	0.471
fabricarán	negative	0.1675	0.471
fabricarás	negative	0.1675	0.471
fabricareis	negative	0.1675	0.471
fabricaremos	negative	0.1675	0.471
fabricáremos	negative	0.1675	0.471
fabricare	negative	0.1675	0.471
fabricaren	negative	0.1675	0.471
fabricares	negative	0.1675	0.471
fabricar	negative	0.1675	0.471
fabricaron	negative	0.1675	0.471
fabricaseis	negative	0.1675	0.471
fabricásemos	negative	0.1675	0.471
fabricase	negative	0.1675	0.471
fabricasen	negative	0.1675	0.471
fabricases	negative	0.1675	0.471
fabricas	negative	0.1675	0.471
fabricasteis	negative	0.1675	0.471
fabricaste	negative	0.1675	0.471
fabricemos	negative	0.1675	0.471
fabrice	negative	0.1675	0.471
fabricen	negative	0.1675	0.471
fabrices	negative	0.1675	0.471
fabrico	negative	0.1675	0.471
fábula	negative	0.4	1.356
facha	negative	0.375	0.500
fachendoso	negative	0.8325	0.471
fácil	negative	0.9175	0.471
factótum	negative	0.375	0.500
falacia	negative	0.0825	0.471
falló	negative	0.6675	0.471
fallado	negative	0.6675	0.471
falláis	negative	0.6675	0.471
falléis	negative	0.6675	0.471
fallamos	negative	0.6675	0.471
falla	negative	0.3325	0.943
falla	negative	0.6675	0.471
fallé	negative	0.6675	0.471
fallan	negative	0.6675	0.471
fallaríais	negative	0.6675	0.471
fallaríamos	negative	0.6675	0.471
fallaría	negative	0.6675	0.471
fallarían	negative	0.6675	0.471
fallarías	negative	0.6675	0.471
fallaréis	negative	0.6675	0.471
fallará	negative	0.6675	0.471
fallaré	negative	0.6675	0.471
fallarán	negative	0.6675	0.471
fallarás	negative	0.6675	0.471
fallareis	negative	0.6675	0.471
fallaremos	negative	0.6675	0.471
falláremos	negative	0.6675	0.471
fallare	negative	0.6675	0.471
fallaren	negative	0.6675	0.471
fallares	negative	0.6675	0.471
fallar	negative	0.6675	0.471
fallaron	negative	0.6675	0.471
fallaseis	negative	0.6675	0.471
fallásemos	negative	0.6675	0.471
fallase	negative	0.6675	0.471
fallasen	negative	0.6675	0.471
fallases	negative	0.6675	0.471
fallas	negative	0.6675	0.471
fallasteis	negative	0.6675	0.471
fallaste	negative	0.6675	0.471
fallecáis	negative	0.25	1.000
fallecéis	negative	0.25	1.000
fallecamos	negative	0.25	1.000
falleca	negative	0.25	1.000
fallecí	negative	0.25	1.000
fallecá	negative	0.25	1.000
fallecé	negative	0.25	1.000
fallecan	negative	0.25	1.000
fallecán	negative	0.25	1.000
fallecas	negative	0.25	1.000
fallecás	negative	0.25	1.000
fallecemos	negative	0.25	1.000
fallece	negative	0.25	1.000
fallecen	negative	0.25	1.000
falleceríais	negative	0.25	1.000
falleceríamos	negative	0.25	1.000
fallecería	negative	0.25	1.000
fallecerían	negative	0.25	1.000
fallecerías	negative	0.25	1.000
falleceremos	negative	0.25	1.000
fallecer	negative	0.25	1.000
falleces	negative	0.25	1.000
falleció	negative	0.25	1.000
falleciéremos	negative	0.25	1.000
falleciésemos	negative	0.25	1.000
fallecido	negative	0.25	1.000
falleciereis	negative	0.25	1.000
falleciere	negative	0.25	1.000
fallecieren	negative	0.25	1.000
fallecieres	negative	0.25	1.000
fallecieron	negative	0.25	1.000
fallecieseis	negative	0.25	1.000
falleciese	negative	0.25	1.000
falleciesen	negative	0.25	1.000
fallecieses	negative	0.25	1.000
fallecimiento	negative	0.0825	0.471
fallecimos	negative	0.25	1.000
fallecisteis	negative	0.25	1.000
falleciste	negative	0.25	1.000
falleco	negative	0.25	1.000
fallemos	negative	0.6675	0.471
falle	negative	0.6675	0.471
fallen	negative	0.6675	0.471
falles	negative	0.6675	0.471
fallo	negative	0.5	1.000
fallo	negative	0.6675	0.471
falsamente	negative	0.75	0.000
falseó	negative	0.5825	0.471
falseado	negative	0.5825	0.471
falseáis	negative	0.5825	0.471
falseéis	negative	0.5825	0.471
falseamiento	negative	0.4375	1.299
falseamos	negative	0.5825	0.471
falsea	negative	0.5825	0.471
falseé	negative	0.5825	0.471
falsean	negative	0.5825	0.471
falsearíais	negative	0.5825	0.471
falsearíamos	negative	0.5825	0.471
falsearía	negative	0.5825	0.471
falsearían	negative	0.5825	0.471
falsearías	negative	0.5825	0.471
falsearéis	negative	0.5825	0.471
falseará	negative	0.5825	0.471
falsearé	negative	0.5825	0.471
falsearán	negative	0.5825	0.471
falsearás	negative	0.5825	0.471
falseareis	negative	0.5825	0.471
falsearemos	negative	0.5825	0.471
falseáremos	negative	0.5825	0.471
falseare	negative	0.5825	0.471
falsearen	negative	0.5825	0.471
falseares	negative	0.5825	0.471
falsear	negative	0.5825	0.471
falsearon	negative	0.5825	0.471
falseaseis	negative	0.5825	0.471
falseásemos	negative	0.5825	0.471
falsease	negative	0.5825	0.471
falseasen	negative	0.5825	0.471
falseases	negative	0.5825	0.471
falseas	negative	0.5825	0.471
falseasteis	negative	0.5825	0.471
falseaste	negative	0.5825	0.471
falsedad	negative	0.625	0.500
falseemos	negative	0.5825	0.471
falsee	negative	0.5825	0.471
falseen	negative	0.5825	0.471
falsees	negative	0.5825	0.471
falseo	negative	0.5825	0.471
falsificó	negative	0.375	0.500
falsificación	negative	0.25	0.816
falsificado	negative	0.375	0.500
falsificáis	negative	0.375	0.500
falsificéis	negative	0.375	0.500
falsificamos	negative	0.375	0.500
falsifica	negative	0.375	0.500
falsificé	negative	0.375	0.500
falsifican	negative	0.375	0.500
falsificaríais	negative	0.375	0.500
falsificaríamos	negative	0.375	0.500
falsificaría	negative	0.375	0.500
falsificarían	negative	0.375	0.500
falsificarías	negative	0.375	0.500
falsificaréis	negative	0.375	0.500
falsificará	negative	0.375	0.500
falsificaré	negative	0.375	0.500
falsificarán	negative	0.375	0.500
falsificarás	negative	0.375	0.500
falsificareis	negative	0.375	0.500
falsificaremos	negative	0.375	0.500
falsificáremos	negative	0.375	0.500
falsificare	negative	0.375	0.500
falsificaren	negative	0.375	0.500
falsificares	negative	0.375	0.500
falsificar	negative	0.375	0.500
falsificaron	negative	0.375	0.500
falsificaseis	negative	0.375	0.500
falsificásemos	negative	0.375	0.500
falsificase	negative	0.375	0.500
falsificasen	negative	0.375	0.500
falsificases	negative	0.375	0.500
falsificas	negative	0.375	0.500
falsificasteis	negative	0.375	0.500
falsificaste	negative	0.375	0.500
falsificemos	negative	0.375	0.500
falsifice	negative	0.375	0.500
falsificen	negative	0.375	0.500
falsifices	negative	0.375	0.500
falsifico	negative	0.375	0.500
falso	negative	0.875	0.500
faltó	negative	0.25	0.000
faltón	negative	0.45	1.166
faltado	negative	0.25	0.000
faltado	negative	0.5	0.000
faltáis	negative	0.25	0.000
faltéis	negative	0.25	0.000
faltamos	negative	0.25	0.000
falta	negative	0.25	0.000
falté	negative	0.25	0.000
falta	negative	0.375	0.500
faltan	negative	0.25	0.000
faltaríais	negative	0.25	0.000
faltaríamos	negative	0.25	0.000
faltaría	negative	0.25	0.000
faltarían	negative	0.25	0.000
faltarías	negative	0.25	0.000
faltaréis	negative	0.25	0.000
faltará	negative	0.25	0.000
faltaré	negative	0.25	0.000
faltarán	negative	0.25	0.000
faltarás	negative	0.25	0.000
faltareis	negative	0.25	0.000
faltaremos	negative	0.25	0.000
faltáremos	negative	0.25	0.000
faltare	negative	0.25	0.000
faltaren	negative	0.25	0.000
faltares	negative	0.25	0.000
faltar	negative	0.25	0.000
faltaron	negative	0.25	0.000
faltaseis	negative	0.25	0.000
faltásemos	negative	0.25	0.000
faltase	negative	0.25	0.000
faltasen	negative	0.25	0.000
faltases	negative	0.25	0.000
faltas	negative	0.25	0.000
faltasteis	negative	0.25	0.000
faltaste	negative	0.25	0.000
faltemos	negative	0.25	0.000
falte	negative	0.25	0.000
falten	negative	0.25	0.000
faltes	negative	0.25	0.000
falto	negative	0.25	0.000
faltoso	negative	0.9175	0.471
famélico	negative	0.3325	1.247
fanáticamente	negative	0.8325	0.471
fanático	negative	0.375	0.500
fanatismo	negative	1	0.000
fanfarria	negative	0.625	0.500
fantasmal	negative	0.25	0.816
fantasma	negative	0.0825	0.471
fantástico	negative	0.855	0.760
fantoche	negative	0.75	1.549
fantomático	negative	0.6675	0.943
fútil	negative	0.625	1.118
farallón	negative	0.0825	0.471
farfulló	negative	0.6	1.356
farfullado	negative	0.5825	0.943
farfullado	negative	0.6	1.356
farfulláis	negative	0.6	1.356
farfulléis	negative	0.6	1.356
farfullamos	negative	0.6	1.356
farfulla	negative	0.6	1.356
farfullé	negative	0.6	1.356
farfulla	negative	0.6675	0.943
farfullan	negative	0.6	1.356
farfullaríais	negative	0.6	1.356
farfullaríamos	negative	0.6	1.356
farfullaría	negative	0.6	1.356
farfullarían	negative	0.6	1.356
farfullarías	negative	0.6	1.356
farfullaréis	negative	0.6	1.356
farfullará	negative	0.6	1.356
farfullaré	negative	0.6	1.356
farfullarán	negative	0.6	1.356
farfullarás	negative	0.6	1.356
farfullareis	negative	0.6	1.356
farfullaremos	negative	0.6	1.356
farfulláremos	negative	0.6	1.356
farfullare	negative	0.6	1.356
farfullaren	negative	0.6	1.356
farfullares	negative	0.6	1.356
farfullar	negative	0.6	1.356
farfullaron	negative	0.6	1.356
farfullaseis	negative	0.6	1.356
farfullásemos	negative	0.6	1.356
farfullase	negative	0.6	1.356
farfullasen	negative	0.6	1.356
farfullases	negative	0.6	1.356
farfullas	negative	0.6	1.356
farfullasteis	negative	0.6	1.356
farfullaste	negative	0.6	1.356
farfullemos	negative	0.6	1.356
farfulle	negative	0.6	1.356
farfullen	negative	0.6	1.356
farfulles	negative	0.6	1.356
farfullo	negative	0.6	1.356
farsa	negative	0.5	0.816
farsante	negative	0.6675	0.471
fértil	negative	0.5825	0.471
fascinó	negative	0.875	0.500
fascinado	negative	0.875	0.500
fascináis	negative	0.875	0.500
fascinéis	negative	0.875	0.500
fascinamos	negative	0.875	0.500
fascina	negative	0.875	0.500
fasciné	negative	0.875	0.500
fascinan	negative	0.875	0.500
fascinante	negative	0.9175	0.471
fascinaríais	negative	0.875	0.500
fascinaríamos	negative	0.875	0.500
fascinaría	negative	0.875	0.500
fascinarían	negative	0.875	0.500
fascinarías	negative	0.875	0.500
fascinaréis	negative	0.875	0.500
fascinará	negative	0.875	0.500
fascinaré	negative	0.875	0.500
fascinarán	negative	0.875	0.500
fascinarás	negative	0.875	0.500
fascinareis	negative	0.875	0.500
fascinaremos	negative	0.875	0.500
fascináremos	negative	0.875	0.500
fascinare	negative	0.875	0.500
fascinaren	negative	0.875	0.500
fascinares	negative	0.875	0.500
fascinar	negative	0.875	0.500
fascinaron	negative	0.875	0.500
fascinaseis	negative	0.875	0.500
fascinásemos	negative	0.875	0.500
fascinase	negative	0.875	0.500
fascinasen	negative	0.875	0.500
fascinases	negative	0.875	0.500
fascinas	negative	0.875	0.500
fascinasteis	negative	0.875	0.500
fascinaste	negative	0.875	0.500
fascinemos	negative	0.875	0.500
fascine	negative	0.875	0.500
fascinen	negative	0.875	0.500
fascines	negative	0.875	0.500
fascino	negative	0.875	0.500
fascismo	negative	0.0825	0.471
fascista	negative	0.55	1.470
fastidió	negative	0.5	0.000
fastidiado	negative	0.5	0.000
fastidiáis	negative	0.5	0.000
fastidiéis	negative	0.5	0.000
fastidiamos	negative	0.5	0.000
fastidia	negative	0.5	0.000
fastidié	negative	0.5	0.000
fastidian	negative	0.5	0.000
fastidiaríais	negative	0.5	0.000
fastidiaríamos	negative	0.5	0.000
fastidiaría	negative	0.5	0.000
fastidiarían	negative	0.5	0.000
fastidiarías	negative	0.5	0.000
fastidiaréis	negative	0.5	0.000
fastidiará	negative	0.5	0.000
fastidiaré	negative	0.5	0.000
fastidiarán	negative	0.5	0.000
fastidiarás	negative	0.5	0.000
fastidiareis	negative	0.5	0.000
fastidiaremos	negative	0.5	0.000
fastidiáremos	negative	0.5	0.000
fastidiare	negative	0.5	0.000
fastidiaren	negative	0.5	0.000
fastidiares	negative	0.5	0.000
fastidiar	negative	0.5	0.000
fastidiaron	negative	0.5	0.000
fastidiaseis	negative	0.5	0.000
fastidiásemos	negative	0.5	0.000
fastidiase	negative	0.5	0.000
fastidiasen	negative	0.5	0.000
fastidiases	negative	0.5	0.000
fastidias	negative	0.5	0.000
fastidiasteis	negative	0.5	0.000
fastidiaste	negative	0.5	0.000
fastidiemos	negative	0.5	0.000
fastidie	negative	0.5	0.000
fastidien	negative	0.5	0.000
fastidies	negative	0.5	0.000
fastidio	negative	0.5	0.000
fastidio	negative	0.625	0.500
fastidioso	negative	0.875	0.500
fatídicamente	negative	0.65	1.497
fatídico	negative	0.75	0.816
fatal	negative	0.6675	0.471
fétido	negative	0.55	1.600
fatigó	negative	0.35	0.800
fatigado	negative	0.35	0.800
fatigado	negative	0.7	0.748
fatigáis	negative	0.35	0.800
fatigéis	negative	0.35	0.800
fatigamos	negative	0.35	0.800
fatiga	negative	0.35	0.800
fatigé	negative	0.35	0.800
fatiga	negative	0.75	0.816
fatigan	negative	0.35	0.800
fatigaríais	negative	0.35	0.800
fatigaríamos	negative	0.35	0.800
fatigaría	negative	0.35	0.800
fatigarían	negative	0.35	0.800
fatigarías	negative	0.35	0.800
fatigaréis	negative	0.35	0.800
fatigará	negative	0.35	0.800
fatigaré	negative	0.35	0.800
fatigarán	negative	0.35	0.800
fatigarás	negative	0.35	0.800
fatigareis	negative	0.35	0.800
fatigaremos	negative	0.35	0.800
fatigáremos	negative	0.35	0.800
fatigare	negative	0.35	0.800
fatigaren	negative	0.35	0.800
fatigares	negative	0.35	0.800
fatigar	negative	0.35	0.800
fatigaron	negative	0.35	0.800
fatigarse	negative	0.5	0.707
fatigaseis	negative	0.35	0.800
fatigásemos	negative	0.35	0.800
fatigase	negative	0.35	0.800
fatigasen	negative	0.35	0.800
fatigases	negative	0.35	0.800
fatigas	negative	0.35	0.800
fatigasteis	negative	0.35	0.800
fatigaste	negative	0.35	0.800
fatigemos	negative	0.35	0.800
fatige	negative	0.35	0.800
fatigen	negative	0.35	0.800
fatiges	negative	0.35	0.800
fatigo	negative	0.35	0.800
fatigoso	negative	0.75	0.816
fatuamente	negative	0.8325	0.471
fatuidad	negative	0.75	0.000
fatuo	negative	0.375	1.118
favorecáis	negative	0.5	0.707
favorecéis	negative	0.5	0.707
favorecamos	negative	0.5	0.707
favoreca	negative	0.5	0.707
favorecí	negative	0.5	0.707
favorecá	negative	0.5	0.707
favorecé	negative	0.5	0.707
favorecan	negative	0.5	0.707
favorecán	negative	0.5	0.707
favorecas	negative	0.5	0.707
favorecás	negative	0.5	0.707
favorecemos	negative	0.5	0.707
favorece	negative	0.5	0.707
favorecen	negative	0.5	0.707
favoreceríais	negative	0.5	0.707
favoreceríamos	negative	0.5	0.707
favorecería	negative	0.5	0.707
favorecerían	negative	0.5	0.707
favorecerías	negative	0.5	0.707
favoreceremos	negative	0.5	0.707
favorecer	negative	0.5	0.707
favoreces	negative	0.5	0.707
favoreció	negative	0.5	0.707
favoreciéremos	negative	0.5	0.707
favoreciésemos	negative	0.5	0.707
favorecido	negative	0.5	0.707
favoreciereis	negative	0.5	0.707
favoreciere	negative	0.5	0.707
favorecieren	negative	0.5	0.707
favorecieres	negative	0.5	0.707
favorecieron	negative	0.5	0.707
favorecieseis	negative	0.5	0.707
favoreciese	negative	0.5	0.707
favoreciesen	negative	0.5	0.707
favorecieses	negative	0.5	0.707
favorecimos	negative	0.5	0.707
favorecisteis	negative	0.5	0.707
favoreciste	negative	0.5	0.707
favoreco	negative	0.5	0.707
fealdad	negative	1	0.000
feamente	negative	0.55	1.327
fenómeno	negative	0.4	1.497
fe	negative	0.8325	0.471
feo	negative	0.9175	0.471
ferino	negative	0.35	1.356
fermentó	negative	0.0825	0.471
fermentado	negative	0.0825	0.471
fermentáis	negative	0.0825	0.471
fermentéis	negative	0.0825	0.471
fermentamos	negative	0.0825	0.471
fermenta	negative	0.0825	0.471
fermenté	negative	0.0825	0.471
fermentan	negative	0.0825	0.471
fermentaríais	negative	0.0825	0.471
fermentaríamos	negative	0.0825	0.471
fermentaría	negative	0.0825	0.471
fermentarían	negative	0.0825	0.471
fermentarías	negative	0.0825	0.471
fermentaréis	negative	0.0825	0.471
fermentará	negative	0.0825	0.471
fermentaré	negative	0.0825	0.471
fermentarán	negative	0.0825	0.471
fermentarás	negative	0.0825	0.471
fermentareis	negative	0.0825	0.471
fermentaremos	negative	0.0825	0.471
fermentáremos	negative	0.0825	0.471
fermentare	negative	0.0825	0.471
fermentaren	negative	0.0825	0.471
fermentares	negative	0.0825	0.471
fermentar	negative	0.0825	0.471
fermentaron	negative	0.0825	0.471
fermentaseis	negative	0.0825	0.471
fermentásemos	negative	0.0825	0.471
fermentase	negative	0.0825	0.471
fermentasen	negative	0.0825	0.471
fermentases	negative	0.0825	0.471
fermentas	negative	0.0825	0.471
fermentasteis	negative	0.0825	0.471
fermentaste	negative	0.0825	0.471
fermentemos	negative	0.0825	0.471
fermente	negative	0.0825	0.471
fermenten	negative	0.0825	0.471
fermentes	negative	0.0825	0.471
fermento	negative	0.0825	0.471
ferocidad	negative	0.74	1.011
ferozmente	negative	0.8325	0.943
feroz	negative	0.9175	0.471
fetidez	negative	0.5625	0.829
fiasco	negative	0.75	0.000
ficción	negative	0.5825	0.471
ficticio	negative	0.4175	0.471
figurarse	negative	0.75	0.000
fijo	negative	0.25	0.816
fila	negative	0.0825	0.471
filosofó	negative	0.8325	0.471
filosofado	negative	0.8325	0.471
filosofáis	negative	0.8325	0.471
filosoféis	negative	0.8325	0.471
filosofamos	negative	0.8325	0.471
filosofa	negative	0.8325	0.471
filosofé	negative	0.8325	0.471
filosofan	negative	0.8325	0.471
